"COUNTRY_OR_AREA","COMMODITY_TRANSACTION","YEAR","UNIT","QUANTITY_FOOTNOTES","QUANTITY"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","134.899993896484"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","121.699996948242"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","109.300003051758"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","131.399993896484"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","124.199996948242"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","99.9000015258789"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","102.800003051758"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","171.600006103516"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","150.699996948242"
"State of Palestine","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","130.600006103516"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","214"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","214"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","149"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","137"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","115"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","116"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","252"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","172"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","116"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","94"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","84"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","55"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","33"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","33"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","33"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","28"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","26"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","20"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","16"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","10"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","12"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","15"
"Sudan","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","12"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","14.4275999069214"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","13.8715000152588"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","13.3999996185303"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","17.7999992370605"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","17.7000007629395"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","17.7000007629395"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","17.7000007629395"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","17.2000007629395"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","16"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","16.2000007629395"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","16"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","16"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","16"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","15"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","15"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","15"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","14"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","15"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","15"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","15"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","14"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","14"
"Suriname","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","15"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1","6.40000009536743"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1","6.40000009536743"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","1","6.69999980926514"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","1","6.90000009536743"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","1","7.69999980926514"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","1","7.40000009536743"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","1","7.13600015640259"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","7.15789985656738"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","1","7.24569988250732"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","1","7.4653000831604"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","1","7.68489980697632"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","1","8.12399959564209"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","1","8.56309986114502"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","8.80469989776611"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","1","8.56309986114502"
"Swaziland","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","1","8.56309986114502"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","1"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","2"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","2"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","1"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","0"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","0"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","1"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","3"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","3"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","4"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","3"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","7"
"Sweden","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","2"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","686"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","858"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","875"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","850"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","842"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","850"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","629"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","637"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","495"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","519"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","553"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","530"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","529"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","518"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","485"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","372"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","350"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","356"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","320"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","288"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","280"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","270"
"Syrian Arab Republic","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","265"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","9.34700012207031"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","9.46500015258789"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","9.08199977874756"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","8.2819995880127"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","8.60000038146973"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","8.94999980926514"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","8"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","8"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","8"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","8"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","7"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","7"
"T.F.Yug.Rep. Macedonia","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","6"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1","1747"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1","1604"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","1458"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","1535"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","1418"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","1848"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","1775"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","1655"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","1764"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","1550"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","1514"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","1503"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","1417"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","1267"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","1188"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","1287"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","1231"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","1118"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","975"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","907"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","826"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","731"
"Thailand","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","725"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","7"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","6"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","5"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","4"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","4"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","3"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","3"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","2"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","2"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","2"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","1"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","1"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","1"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","1"
"Togo","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","1"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1","1.36199998855591"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1","1.39100003242493"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","1","1.46700000762939"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","1","0.85699999332428"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","1","0.34400001168251"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","1","0.0659999996423721"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","1","0.118000000715256"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","1","0.0430000014603138"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","0.400000005960464"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","0.920000016689301"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","1.63999998569489"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","1.17999994754791"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","1.32000005245209"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","0.790000021457672"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","1.25999999046326"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","0.939999997615814"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","1.05999994277954"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","1.03999996185303"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","0.850000023841858"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","0.740000009536743"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","0.829999983310699"
"Tonga","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","1","1"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","14"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","28"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","50"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","53"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","53"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","47"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","52"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","53"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","52"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","49"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","58"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","52"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","51"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","51"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","21"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","41"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","13"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","43"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","35"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","29"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","33"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","31"
"Trinidad and Tobago","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","30"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","382"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","365"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","363"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","337"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","313"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","309"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","295"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","305"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","301"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","283"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","278"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","257"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","253"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","247"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","245"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","1","245"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","262"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","246"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","232"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","229"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","220"
"Tunisia","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","205"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","356"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","330"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","292"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","243"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","179"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","2"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","2"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","2"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","1"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","1","11"
"Zimbabwe","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","1","3"
"fnSeqID","Footnote","null","null","null",""
"1","Estimate","null","null","null",""
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","163"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","100"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","57"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","44"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","44"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","43"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","824"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","691"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","558"
