"Country_or_Area","Commodity_Transaction","Year","Unit","Quantity","Quantity_Footnotes"
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","1309",
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","1080",
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","1373",
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","1409",
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","1290",
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","1180",
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","1174",
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","1144",
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","1131",
"Iraq","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","1166",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","24",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","34",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","55",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","49",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","65",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","62",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","74",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","67",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","65",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","63",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","64",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","68",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","65",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","61",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","59",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","52",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","57",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","60",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","63",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","62",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","61",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","65",
"Ireland","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","62",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","576",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","557",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","511",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","533",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","377",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","500",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","390",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","437",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","443",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","454",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","274",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","330",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","361",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","300",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","303",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","267",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","294",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","275",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","243",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","220",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","215",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","215",
"Israel","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","228",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","1098",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","1133",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","1248",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","1258",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","1327",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","1236",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","1299",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","1412",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","1366",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","1399",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","1342",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","1370",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","1391",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","1409",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","1306",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","1315",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","1426",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","1433",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","1392",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","1596",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","1500",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","1485",
"Italy","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","1387",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","44.9244060475162",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","42.92656587473",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","40.3",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","40",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","45",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","42",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","44",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","41",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","39.416793",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","39",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","63",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","59",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","57",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","62",
"Jamaica","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","58",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","4113",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","3937",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","4361",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","4104",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","4269",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","4629",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","4498",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","4562",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","4610",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","5071",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","4843",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","4827",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","5041",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","5023",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","5043",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","4892",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","4994",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","4910",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","4859",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","4834",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","4442",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","4372",
"Japan","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","4302",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","297.8",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","313",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","242.6",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","262.9",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","247.2",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","283.9",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","279.4",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","267.5",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","254",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","257",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","283",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","244",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","242",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","229",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","220",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","225",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","199",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","201",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","164",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","144",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","135",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","110",
"Jordan","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","118",
"Kazakhstan","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","222",
"Kazakhstan","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","166",
"Kazakhstan","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","194",
"Kazakhstan","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","148",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","38",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","37",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","49",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","63",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","47",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","50",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","30",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","26",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","23",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","22",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","22",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","19",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","16",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","12",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","13",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","16",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","13",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","16",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","14",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","12",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","11",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","13",
"Kenya","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","15",
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","0.109","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","0.108","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","0.11","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","0.17","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","0.217","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","0.289","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","0.211","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","0.262","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","0.248","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","0.08","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","0.034","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","0.043","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","0.04","1"
"Kiribati","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","0.049","1"
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","501",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","518",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","545",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","589",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","561",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","601",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","606",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","30",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","54",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","55",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","55",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","25",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","41",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","39",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","17",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","78",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","13",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","10",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","0",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","3",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","4",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","7",
"Korea, Republic of","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","7",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","139",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","139",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","124",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","130",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","127",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","122",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","115",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","115",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","98",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","98",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","94",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","89",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","86",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","86",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","83",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","83",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","81",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","79",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","71",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","64",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","57",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","11",
"Kuwait","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","39",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","11",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","11",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","12",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","7",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","9",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","9",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","9",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","8",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","9",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","7",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","8",
"Kyrgyzstan","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","8",
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","20.826","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","20.41","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","19.927","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","19.5727","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","19.2182","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","19","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","18","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","18","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","18","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","18","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","17","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","17","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","16","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","16","1"
"Lao Peoples Dem. Rep.","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","16","1"
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","20",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","20",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","20",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","20",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","22",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","23",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","27",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","27",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","26",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","25",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","25",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","25",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","26",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","29",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","31",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","29",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","27",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","28",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","42",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","52",
"Latvia","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","52",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","243",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","197",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","164",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","199",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","163",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","104",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","161",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","166",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","220",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","205",
"Lebanon","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","155",
